ZipCode,City,MixedCity,StateCode,County,MixedCounty,Latitude,Longitude
00501,HOLTSVILLE,Holtsville,NY,SUFFOLK,Suffolk,40.8154,-73.0456
00544,HOLTSVILLE,Holtsville,NY,SUFFOLK,Suffolk,40.8154,-73.0456
00601,ADJUNTAS,Adjuntas,PR,ADJUNTAS,Adjuntas,18.196747,-66.736735
00602,AGUADA,Aguada,PR,AGUADA,Aguada,18.352927,-67.177532
00603,AGUADILLA,Aguadilla,PR,AGUADILLA,Aguadilla,18.458585,-67.129867
00604,AGUADILLA,Aguadilla,PR,AGUADILLA,Aguadilla,18.488773,-67.147741
00605,AGUADILLA,Aguadilla,PR,AGUADILLA,Aguadilla,18.4289,-67.1538
00606,MARICAO,Maricao,PR,MARICAO,Maricao,18.166734,-66.939233
00610,ANASCO,Anasco,PR,ANASCO,Anasco,18.286779,-67.143877
00611,ANGELES,Angeles,PR,UTUADO,Utuado,18.2856,-66.9698
00612,ARECIBO,Arecibo,PR,ARECIBO,Arecibo,18.388009,-66.665279
00613,ARECIBO,Arecibo,PR,ARECIBO,Arecibo,18.4744,-66.7163
00614,ARECIBO,Arecibo,PR,ARECIBO,Arecibo,18.4744,-66.7163
00616,BAJADERO,Bajadero,PR,ARECIBO,Arecibo,18.405484,-66.671233
00617,BARCELONETA,Barceloneta,PR,BARCELONETA,Barceloneta,18.429792,-66.558109
00622,BOQUERON,Boqueron,PR,CABO ROJO,Cabo Rojo,17.992876,-67.153699
00623,CABO ROJO,Cabo Rojo,PR,CABO ROJO,Cabo Rojo,18.083781,-67.152624
00624,PENUELAS,Penuelas,PR,PENUELAS,Penuelas,18.072797,-66.724825
00627,CAMUY,Camuy,PR,CAMUY,Camuy,18.425195,-66.867756
00631,CASTANER,Castaner,PR,LARES,Lares,18.224554,-66.867756
00636,ROSARIO,Rosario,PR,SAN GERMAN,San German,18.1647,-67.0797
00637,SABANA GRANDE,Sabana Grande,PR,SABANA GRANDE,Sabana Grande,18.077592,-66.939232
00638,CIALES,Ciales,PR,CIALES,Ciales,18.299662,-66.498579
00641,UTUADO,Utuado,PR,UTUADO,Utuado,18.279721,-66.689096
00646,DORADO,Dorado,PR,DORADO,Dorado,18.459098,-66.272418
00647,ENSENADA,Ensenada,PR,GUANICA,Guanica,17.97252,-66.945189
00650,FLORIDA,Florida,PR,FLORIDA,Florida,18.363009,-66.558109
00652,GARROCHALES,Garrochales,PR,ARECIBO,Arecibo,18.451909,-66.599784
00653,GUANICA,Guanica,PR,GUANICA,Guanica,17.982516,-66.891581
00656,GUAYANILLA,Guayanilla,PR,GUAYANILLA,Guayanilla,18.037324,-66.796287
00659,HATILLO,Hatillo,PR,HATILLO,Hatillo,18.416025,-66.796287
00660,HORMIGUEROS,Hormigueros,PR,HORMIGUEROS,Hormigueros,18.138245,-67.111993
00662,ISABELA,Isabela,PR,ISABELA,Isabela,18.45613,-67.02263
00664,JAYUYA,Jayuya,PR,JAYUYA,Jayuya,18.210309,-66.581923
00667,LAJAS,Lajas,PR,LAJAS,Lajas,18.010034,-67.02263
00669,LARES,Lares,PR,LARES,Lares,18.291418,-66.867756
00670,LAS MARIAS,Las Marias,PR,LAS MARIAS,Las Marias,18.239633,-66.986887
00674,MANATI,Manati,PR,MANATI,Manati,18.433168,-66.498579
00676,MOCA,Moca,PR,MOCA,Moca,18.385559,-67.082204
00677,RINCON,Rincon,PR,RINCON,Rincon,18.331739,-67.231158
00678,QUEBRADILLAS,Quebradillas,PR,QUEBRADILLAS,Quebradillas,18.431293,-66.915406
00680,MAYAGUEZ,Mayaguez,PR,MAYAGUEZ,Mayaguez,18.210009,-67.106035
00681,MAYAGUEZ,Mayaguez,PR,MAYAGUEZ,Mayaguez,18.1211,-67.0824
00682,MAYAGUEZ,Mayaguez,PR,MAYAGUEZ,Mayaguez,18.220812,-67.147741
00683,SAN GERMAN,San German,PR,SAN GERMAN,San German,18.099194,-67.02263
00685,SAN SEBASTIAN,San Sebastian,PR,SAN SEBASTIAN,San Sebastian,18.316188,-66.974973
00690,SAN ANTONIO,San Antonio,PR,AGUADILLA,Aguadilla,18.50189,-67.097099
00692,VEGA ALTA,Vega Alta,PR,VEGA ALTA,Vega Alta,18.4018,-66.343828
00687,MOROVIS,Morovis,PR,MOROVIS,Morovis,18.322194,-66.415246
00688,SABANA HOYOS,Sabana Hoyos,PR,ARECIBO,Arecibo,18.349991,-66.629553
00717,PONCE,Ponce,PR,PONCE,Ponce,18.000417,-66.614669
00718,NAGUABO,Naguabo,PR,NAGUABO,Naguabo,18.25005,-65.784727
00719,NARANJITO,Naranjito,PR,NARANJITO,Naranjito,18.278197,-66.248617
00720,OROCOVIS,Orocovis,PR,OROCOVIS,Orocovis,18.20454,-66.450958
00721,PALMER,Palmer,PR,RIO GRANDE,Rio Grande,18.3018,-66.08
00723,PATILLAS,Patillas,PR,PATILLAS,Patillas,18.025158,-66.010668
00693,VEGA BAJA,Vega Baja,PR,VEGA BAJA,Vega Baja,18.420721,-66.403342
00694,VEGA BAJA,Vega Baja,PR,VEGA BAJA,Vega Baja,18.4465,-66.3884
00698,YAUCO,Yauco,PR,YAUCO,Yauco,18.090875,-66.867756
00703,AGUAS BUENAS,Aguas Buenas,PR,AGUAS BUENAS,Aguas Buenas,18.262566,-66.129629
00704,AGUIRRE,Aguirre,PR,SALINAS,Salinas,17.980199,-66.218868
00705,AIBONITO,Aibonito,PR,AIBONITO,Aibonito,18.135403,-66.260518
00707,MAUNABO,Maunabo,PR,MAUNABO,Maunabo,18.012675,-65.915522
00714,ARROYO,Arroyo,PR,ARROYO,Arroyo,17.987052,-66.058249
00715,MERCEDITA,Mercedita,PR,PONCE,Ponce,18.007113,-66.558109
00716,PONCE,Ponce,PR,PONCE,Ponce,17.987655,-66.6236
00725,CAGUAS,Caguas,PR,CAGUAS,Caguas,18.205646,-66.034458
00726,CAGUAS,Caguas,PR,CAGUAS,Caguas,18.2364,-66.0489
00727,CAGUAS,Caguas,PR,CAGUAS,Caguas,18.21671,-66.055275
00728,PONCE,Ponce,PR,PONCE,Ponce,18.019233,-66.65337
00729,CANOVANAS,Canovanas,PR,CANOVANAS,Canovanas,18.341924,-65.891738
00730,PONCE,Ponce,PR,PONCE,Ponce,18.032129,-66.6236
00731,PONCE,Ponce,PR,PONCE,Ponce,18.095571,-66.641462
00732,PONCE,Ponce,PR,PONCE,Ponce,18.0133,-66.6146
00733,PONCE,Ponce,PR,PONCE,Ponce,18.0133,-66.6146
00734,PONCE,Ponce,PR,PONCE,Ponce,18.0133,-66.6146
00735,CEIBA,Ceiba,PR,CEIBA,Ceiba,18.243581,-65.653972
00736,CAYEY,Cayey,PR,CAYEY,Cayey,18.078621,-66.165322
00737,CAYEY,Cayey,PR,CAYEY,Cayey,18.1138,-66.1667
00738,FAJARDO,Fajardo,PR,FAJARDO,Fajardo,18.30999,-65.653972
00739,CIDRA,Cidra,PR,CIDRA,Cidra,18.176915,-66.153424
00740,PUERTO REAL,Puerto Real,PR,FAJARDO,Fajardo,18.334943,-65.632193
00741,PUNTA SANTIAGO,Punta Santiago,PR,HUMACAO,Humacao,18.16462,-65.766894
00742,ROOSEVELT ROADS,Roosevelt Roads,PR,CEIBA,Ceiba,18.2666,-65.6482
00744,RIO BLANCO,Rio Blanco,PR,NAGUABO,Naguabo,18.2202,-65.7902
00745,RIO GRANDE,Rio Grande,PR,RIO GRANDE,Rio Grande,18.34505,-65.832284
00751,SALINAS,Salinas,PR,SALINAS,Salinas,18.002225,-66.260518
00754,SAN LORENZO,San Lorenzo,PR,SAN LORENZO,San Lorenzo,18.142369,-65.974986
00765,VIEQUES,Vieques,PR,VIEQUES,Vieques,18.126285,-65.440098
00771,LAS PIEDRAS,Las Piedras,PR,LAS PIEDRAS,Las Piedras,18.19644,-65.87203
00772,LOIZA,Loiza,PR,LOIZA,Loiza,18.419378,-65.910867
00777,JUNCOS,Juncos,PR,JUNCOS,Juncos,18.206518,-65.901732
00757,SANTA ISABEL,Santa Isabel,PR,SANTA ISABEL,Santa Isabel,17.985792,-66.391439
00766,VILLALBA,Villalba,PR,VILLALBA,Villalba,18.13,-66.474329
00767,YABUCOA,Yabucoa,PR,YABUCOA,Yabucoa,18.068802,-65.903106
00769,COAMO,Coamo,PR,COAMO,Coamo,18.096036,-66.351012
00773,LUQUILLO,Luquillo,PR,LUQUILLO,Luquillo,18.338815,-65.720102
00775,CULEBRA,Culebra,PR,CULEBRA,Culebra,18.313697,-65.294233
00791,HUMACAO,Humacao,PR,HUMACAO,Humacao,18.138009,-65.818996
00792,HUMACAO,Humacao,PR,HUMACAO,Humacao,18.1519,-65.8279
00794,BARRANQUITAS,Barranquitas,PR,BARRANQUITAS,Barranquitas,18.200791,-66.307012
00795,JUANA DIAZ,Juana Diaz,PR,JUANA DIAZ,Juana Diaz,18.017302,-66.493329
00778,GURABO,Gurabo,PR,GURABO,Gurabo,18.258919,-65.974639
00780,COTO LAUREL,Coto Laurel,PR,PONCE,Ponce,18.071098,-66.562869
00782,COMERIO,Comerio,PR,COMERIO,Comerio,18.225014,-66.219798
00783,COROZAL,Corozal,PR,COROZAL,Corozal,18.304629,-66.330493
00784,GUAYAMA,Guayama,PR,GUAYAMA,Guayama,18.018004,-66.133308
00785,GUAYAMA,Guayama,PR,GUAYAMA,Guayama,17.98,-66.1101
00786,LA PLATA,La Plata,PR,AIBONITO,Aibonito,18.1564,-66.2336
00801,ST THOMAS,St Thomas,VI,SAINT THOMAS,Saint Thomas,18.3436,-64.9314
00802,ST THOMAS,St Thomas,VI,SAINT THOMAS,Saint Thomas,18.3436,-64.9322
00831,ST JOHN,St John,VI,SAINT JOHN,Saint John,18.3333,-64.7943
00840,FREDERIKSTED,Frederiksted,VI,SAINT CROIX,Saint Croix,17.7135,-64.8827
00841,FREDERIKSTED,Frederiksted,VI,SAINT CROIX,Saint Croix,17.7147,-64.8818
00850,KINGSHILL,Kingshill,VI,SAINT CROIX,Saint Croix,17.77658,-64.82406
00851,KINGSHILL,Kingshill,VI,SAINT CROIX,Saint Croix,17.7253,-64.7836
00901,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4654,-66.104373
00902,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00906,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.46462,-66.10078
00911,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.451408,-66.057889
00912,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.445384,-66.061116
00913,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.450365,-66.044399
00914,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00915,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.437208,-66.044602
00918,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.423656,-66.067402
00919,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00921,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.390532,-66.08842
00936,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00937,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00939,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00940,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4108,-66.065
00949,TOA BAJA,Toa Baja,PR,TOA BAJA,Toa Baja,18.432704,-66.199115
00922,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00923,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.41138,-66.033958
00924,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.400569,-66.00496
00925,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.403282,-66.047812
00926,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.34646,-66.062461
00803,ST THOMAS,St Thomas,VI,SAINT THOMAS,Saint Thomas,18.3436,-64.9314
00804,ST THOMAS,St Thomas,VI,SAINT THOMAS,Saint Thomas,18.3436,-64.9314
00805,ST THOMAS,St Thomas,VI,SAINT THOMAS,Saint Thomas,18.3436,-64.9314
00820,CHRISTIANSTED,Christiansted,VI,SAINT CROIX,Saint Croix,17.7473,-64.7041
00821,CHRISTIANSTED,Christiansted,VI,SAINT CROIX,Saint Croix,17.7488,-64.7039
00822,CHRISTIANSTED,Christiansted,VI,SAINT CROIX,Saint Croix,17.7488,-64.7039
00823,CHRISTIANSTED,Christiansted,VI,SAINT CROIX,Saint Croix,17.7488,-64.7039
00824,CHRISTIANSTED,Christiansted,VI,SAINT CROIX,Saint Croix,17.7488,-64.7039
00830,ST JOHN,St John,VI,SAINT JOHN,Saint John,18.334859,-64.791371
00907,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.451852,-66.084976
00908,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00909,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.441112,-66.066068
00910,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.440641,-66.068713
00916,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00917,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.421194,-66.049352
00920,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.416061,-66.089552
00927,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.38759,-66.072006
00928,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00929,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00930,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4083,-66.0644
00931,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00933,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00934,FORT BUCHANAN,Fort Buchanan,PR,SAN JUAN,San Juan,18.412973,-66.119834
00935,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1061
00950,TOA BAJA,Toa Baja,PR,TOA BAJA,Toa Baja,18.447762,-66.173544
00951,TOA BAJA,Toa Baja,PR,TOA BAJA,Toa Baja,18.4456,-66.26
00952,SABANA SECA,Sabana Seca,PR,TOA BAJA,Toa Baja,18.428378,-66.180376
00953,TOA ALTA,Toa Alta,PR,TOA ALTA,Toa Alta,18.357812,-66.258113
00954,TOA ALTA,Toa Alta,PR,TOA ALTA,Toa Alta,18.3905,-66.2487
00955,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4697,-66.1179
00956,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.323022,-66.172992
00957,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.36724,-66.185126
00966,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.39779,-66.116071
00968,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.414026,-66.108363
00969,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.330998,-66.112285
00958,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.4008,-66.1589
00959,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.392506,-66.158212
00960,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.1797,-66.1135
00961,BAYAMON,Bayamon,PR,BAYAMON,Bayamon,18.413087,-66.161162
00962,CATANO,Catano,PR,CATANO,Catano,18.441765,-66.140217
00963,CATANO,Catano,PR,CATANO,Catano,18.1103,-66.17
00965,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.430034,-66.119902
00970,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.3864,-66.1143
00971,GUAYNABO,Guaynabo,PR,GUAYNABO,Guaynabo,18.330223,-66.114506
00975,SAN JUAN,San Juan,PR,SAN JUAN,San Juan,18.4683,-66.1064
00976,TRUJILLO ALTO,Trujillo Alto,PR,TRUJILLO ALTO,Trujillo Alto,18.337034,-65.990043
00977,TRUJILLO ALTO,Trujillo Alto,PR,TRUJILLO ALTO,Trujillo Alto,18.3569,-66.0076
00978,SAINT JUST,Saint Just,PR,TRUJILLO ALTO,Trujillo Alto,18.3703,-66.0123
00979,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.438381,-66.011814
00981,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.4683,-66.1064
00982,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.409908,-65.997644
00983,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.415614,-65.977729
00984,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.3828,-65.9578
01605,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.288915,-71.79578
01606,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.313314,-71.796346
01607,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.225438,-71.78724
01608,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.258592,-71.803034
01609,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.28755,-71.83067
01610,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.242612,-71.810432
01611,CHERRY VALLEY,Cherry Valley,MA,WORCESTER,Worcester,42.235219,-71.876892
01612,PAXTON,Paxton,MA,WORCESTER,Worcester,42.315184,-71.934535
01613,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01614,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01615,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01653,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01654,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01655,WORCESTER,Worcester,MA,WORCESTER,Worcester,42.2627,-71.8028
01701,FRAMINGHAM,Framingham,MA,MIDDLESEX,Middlesex,42.323168,-71.435188
01702,FRAMINGHAM,Framingham,MA,MIDDLESEX,Middlesex,42.278748,-71.443616
01703,FRAMINGHAM,Framingham,MA,MIDDLESEX,Middlesex,42.3026,-71.4236
01704,FRAMINGHAM,Framingham,MA,MIDDLESEX,Middlesex,42.3026,-71.4236
01705,FRAMINGHAM,Framingham,MA,MIDDLESEX,Middlesex,42.3026,-71.4236
01718,VILLAGE OF NAGOG WOODS,Village Of Nagog Woods,MA,MIDDLESEX,Middlesex,42.519469,-71.428982
01719,BOXBOROUGH,Boxborough,MA,MIDDLESEX,Middlesex,42.491359,-71.517726
01720,ACTON,Acton,MA,MIDDLESEX,Middlesex,42.484174,-71.439501
01721,ASHLAND,Ashland,MA,MIDDLESEX,Middlesex,42.25939,-71.468254
01730,BEDFORD,Bedford,MA,MIDDLESEX,Middlesex,42.49988,-71.275308
01731,HANSCOM AFB,Hanscom AFB,MA,MIDDLESEX,Middlesex,42.463052,-71.285098
01740,BOLTON,Bolton,MA,WORCESTER,Worcester,42.438164,-71.60489
01741,CARLISLE,Carlisle,MA,MIDDLESEX,Middlesex,42.53213,-71.352461
01742,CONCORD,Concord,MA,MIDDLESEX,Middlesex,42.460612,-71.364231
01745,FAYVILLE,Fayville,MA,WORCESTER,Worcester,42.291501,-71.500158
01746,HOLLISTON,Holliston,MA,MIDDLESEX,Middlesex,42.197434,-71.441187
01747,HOPEDALE,Hopedale,MA,WORCESTER,Worcester,42.127,-71.535778
01748,HOPKINTON,Hopkinton,MA,MIDDLESEX,Middlesex,42.226648,-71.531466
01749,HUDSON,Hudson,MA,MIDDLESEX,Middlesex,42.389119,-71.538802
01752,MARLBOROUGH,Marlborough,MA,MIDDLESEX,Middlesex,42.345921,-71.550943
01754,MAYNARD,Maynard,MA,MIDDLESEX,Middlesex,42.428493,-71.45771
01756,MENDON,Mendon,MA,WORCESTER,Worcester,42.103812,-71.544618
01757,MILFORD,Milford,MA,WORCESTER,Worcester,42.153808,-71.52576
01760,NATICK,Natick,MA,MIDDLESEX,Middlesex,42.28715,-71.352332
01770,SHERBORN,Sherborn,MA,MIDDLESEX,Middlesex,42.231344,-71.374631
01772,SOUTHBOROUGH,Southborough,MA,WORCESTER,Worcester,42.296533,-71.535209
01773,LINCOLN,Lincoln,MA,MIDDLESEX,Middlesex,42.427159,-71.312442
01775,STOW,Stow,MA,MIDDLESEX,Middlesex,42.429867,-71.503594
01776,SUDBURY,Sudbury,MA,MIDDLESEX,Middlesex,42.388828,-71.42304
01778,WAYLAND,Wayland,MA,MIDDLESEX,Middlesex,42.36119,-71.362933
01784,WOODVILLE,Woodville,MA,MIDDLESEX,Middlesex,42.2376,-71.5627
01801,WOBURN,Woburn,MA,MIDDLESEX,Middlesex,42.489526,-71.158884
01803,BURLINGTON,Burlington,MA,MIDDLESEX,Middlesex,42.505988,-71.204536
01805,BURLINGTON,Burlington,MA,MIDDLESEX,Middlesex,42.5044,-71.1964
01807,WOBURN,Woburn,MA,MIDDLESEX,Middlesex,42.4793,-71.1526
01810,ANDOVER,Andover,MA,ESSEX,Essex,42.649578,-71.166028
01812,ANDOVER,Andover,MA,ESSEX,Essex,42.6585,-71.1377
01813,WOBURN,Woburn,MA,MIDDLESEX,Middlesex,42.4793,-71.1526
01815,WOBURN,Woburn,MA,MIDDLESEX,Middlesex,42.4793,-71.1526
01821,BILLERICA,Billerica,MA,MIDDLESEX,Middlesex,42.549069,-71.25588
01822,BILLERICA,Billerica,MA,MIDDLESEX,Middlesex,42.5586,-71.2695
01824,CHELMSFORD,Chelmsford,MA,MIDDLESEX,Middlesex,42.587771,-71.35176
01826,DRACUT,Dracut,MA,MIDDLESEX,Middlesex,42.69256,-71.309028
01827,DUNSTABLE,Dunstable,MA,MIDDLESEX,Middlesex,42.673198,-71.502242
01830,HAVERHILL,Haverhill,MA,ESSEX,Essex,42.79519,-71.05563
01831,HAVERHILL,Haverhill,MA,ESSEX,Essex,42.7763,-71.0778
01832,HAVERHILL,Haverhill,MA,ESSEX,Essex,42.791176,-71.129295
00985,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.406221,-65.943942
00986,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.3828,-65.9578
00987,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.331133,-65.950318
00988,CAROLINA,Carolina,PR,CAROLINA,Carolina,18.3828,-65.9578
01001,AGAWAM,Agawam,MA,HAMPDEN,Hampden,42.065842,-72.620948
01002,AMHERST,Amherst,MA,HAMPSHIRE,Hampshire,42.372901,-72.450902
01003,AMHERST,Amherst,MA,HAMPSHIRE,Hampshire,42.39115,-72.524316
01004,AMHERST,Amherst,MA,HAMPSHIRE,Hampshire,42.3736,-72.5209
01005,BARRE,Barre,MA,WORCESTER,Worcester,42.420844,-72.10623
01007,BELCHERTOWN,Belchertown,MA,HAMPSHIRE,Hampshire,42.274798,-72.401922
01008,BLANDFORD,Blandford,MA,HAMPDEN,Hampden,42.186964,-72.956111
01009,BONDSVILLE,Bondsville,MA,HAMPDEN,Hampden,42.2075,-72.3496
01010,BRIMFIELD,Brimfield,MA,HAMPDEN,Hampden,42.126637,-72.204617
01011,CHESTER,Chester,MA,HAMPDEN,Hampden,42.268566,-72.980845
01012,CHESTERFIELD,Chesterfield,MA,HAMPSHIRE,Hampshire,42.365393,-72.819914
01013,CHICOPEE,Chicopee,MA,HAMPDEN,Hampden,42.160827,-72.603375
01014,CHICOPEE,Chicopee,MA,HAMPDEN,Hampden,42.1486,-72.6085
01020,CHICOPEE,Chicopee,MA,HAMPDEN,Hampden,42.17762,-72.562566
01021,CHICOPEE,Chicopee,MA,HAMPDEN,Hampden,42.1486,-72.6085
01022,CHICOPEE,Chicopee,MA,HAMPDEN,Hampden,42.195565,-72.542478
01026,CUMMINGTON,Cummington,MA,HAMPSHIRE,Hampshire,42.441033,-72.915573
01027,EASTHAMPTON,Easthampton,MA,HAMPSHIRE,Hampshire,42.292895,-72.717599
01028,EAST LONGMEADOW,East Longmeadow,MA,HAMPDEN,Hampden,42.06166,-72.498771
01038,HATFIELD,Hatfield,MA,HAMPSHIRE,Hampshire,42.3863,-72.60588
01039,HAYDENVILLE,Haydenville,MA,HAMPSHIRE,Hampshire,42.411178,-72.688894
01040,HOLYOKE,Holyoke,MA,HAMPDEN,Hampden,42.222692,-72.640474
01041,HOLYOKE,Holyoke,MA,HAMPDEN,Hampden,42.2043,-72.6167
01050,HUNTINGTON,Huntington,MA,HAMPSHIRE,Hampshire,42.270928,-72.903169
01053,LEEDS,Leeds,MA,HAMPSHIRE,Hampshire,42.352158,-72.715494
01063,NORTHAMPTON,Northampton,MA,HAMPSHIRE,Hampshire,42.31822,-72.637674
01066,NORTH HATFIELD,North Hatfield,MA,HAMPSHIRE,Hampshire,42.4107,-72.6253
01068,OAKHAM,Oakham,MA,WORCESTER,Worcester,42.353309,-72.051399
01069,PALMER,Palmer,MA,HAMPDEN,Hampden,42.192062,-72.307682
01070,PLAINFIELD,Plainfield,MA,HAMPSHIRE,Hampshire,42.519603,-72.925186
01071,RUSSELL,Russell,MA,HAMPDEN,Hampden,42.169224,-72.854502
01072,SHUTESBURY,Shutesbury,MA,FRANKLIN,Franklin,42.463022,-72.419998
01073,SOUTHAMPTON,Southampton,MA,HAMPSHIRE,Hampshire,42.230586,-72.741034
01074,SOUTH BARRE,South Barre,MA,WORCESTER,Worcester,42.3824,-72.0998
01075,SOUTH HADLEY,South Hadley,MA,HAMPSHIRE,Hampshire,42.258591,-72.575936
01077,SOUTHWICK,Southwick,MA,HAMPDEN,Hampden,42.049922,-72.772197
01079,THORNDIKE,Thorndike,MA,HAMPDEN,Hampden,42.1968,-72.3271
01080,THREE RIVERS,Three Rivers,MA,HAMPDEN,Hampden,42.178348,-72.370504
01081,WALES,Wales,MA,HAMPDEN,Hampden,42.061818,-72.231415
01082,WARE,Ware,MA,HAMPSHIRE,Hampshire,42.288872,-72.277566
01083,WARREN,Warren,MA,WORCESTER,Worcester,42.202992,-72.197431
01084,WEST CHESTERFIELD,West Chesterfield,MA,HAMPSHIRE,Hampshire,42.386792,-72.879415
01085,WESTFIELD,Westfield,MA,HAMPDEN,Hampden,42.162725,-72.771374
01086,WESTFIELD,Westfield,MA,HAMPDEN,Hampden,42.1253,-72.7501
01088,WEST HATFIELD,West Hatfield,MA,HAMPSHIRE,Hampshire,42.388711,-72.646558
01089,WEST SPRINGFIELD,West Springfield,MA,HAMPDEN,Hampden,42.125682,-72.641677
01090,WEST SPRINGFIELD,West Springfield,MA,HAMPDEN,Hampden,42.1068,-72.6206
01092,WEST WARREN,West Warren,MA,WORCESTER,Worcester,42.202417,-72.221696
01093,WHATELY,Whately,MA,FRANKLIN,Franklin,42.4399,-72.6353
01094,WHEELWRIGHT,Wheelwright,MA,WORCESTER,Worcester,42.3517,-72.1405
01095,WILBRAHAM,Wilbraham,MA,HAMPDEN,Hampden,42.134675,-72.432176
01096,WILLIAMSBURG,Williamsburg,MA,HAMPSHIRE,Hampshire,42.436118,-72.770062
01097,WORONOCO,Woronoco,MA,HAMPDEN,Hampden,42.1594,-72.8751
01098,WORTHINGTON,Worthington,MA,HAMPSHIRE,Hampshire,42.390244,-72.947238
01101,SPRINGFIELD,Springfield,MA,HAMPDEN,Hampden,42.09915,-72.5881
01102,SPRINGFIELD,Springfield,MA,HAMPDEN,Hampden,42.1015,-72.5905
01833,GEORGETOWN,Georgetown,MA,ESSEX,Essex,42.723822,-70.97822
01834,GROVELAND,Groveland,MA,ESSEX,Essex,42.75092,-71.009929
01835,HAVERHILL,Haverhill,MA,ESSEX,Essex,42.753546,-71.086654
01840,LAWRENCE,Lawrence,MA,ESSEX,Essex,42.70594,-71.159753
01841,LAWRENCE,Lawrence,MA,ESSEX,Essex,42.708653,-71.163282
01842,LAWRENCE,Lawrence,MA,ESSEX,Essex,42.7069,-71.166
